id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
841,Alfa,Romeo Giulia Ti,2023,"9,275 mi.",Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Alfa White,Black,None reported,,43900.0
842,Lincoln,Navigator L Select,2016,"84,272 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25221.0
843,Audi,A8 L 55,2019,"39,000 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,50000.0
844,Chevrolet,Camaro 2SS,2017,"62,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,34500.0
845,Land,Rover Range Rover 5.0L Supercharged,2016,"64,000 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,36995.0
846,Porsche,Taycan 4S,2022,"7,900 mi.",,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,–,None reported,Yes,108000.0
847,Kia,Stinger GT,2018,"56,300 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,29950.0
848,BMW,M2 CS,2020,"9,670 mi.",Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,103500.0
849,Dodge,Challenger SRT Hellcat,2016,"8,228 mi.",Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,62500.0
850,INFINITI,QX60 Pure,2020,"39,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,29900.0
851,Subaru,Ascent Touring 7-Passenger,2019,"71,273 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Brown,None reported,Yes,23900.0
852,Volkswagen,Golf SportWagen TSI SE,2017,"33,850 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,16500.0
853,Mercedes-Benz,SL-Class SL 550,2013,"72,500 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,31450.0
854,Bentley,Arnage R,2003,"55,050 mi.",Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,None reported,Yes,34995.0
855,Nissan,350Z Enthusiast,2003,"74,000 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Purple,–,None reported,Yes,11000.0
856,Kia,Forte GT-Line,2021,"24,534 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,21900.0
857,Buick,Enclave Leather,2015,"68,653 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,18950.0
858,Mercedes-Benz,AMG S 63 Base 4MATIC,2020,"20,937 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Magnetite Black Metallic,Black,None reported,,104900.0
859,Mercedes-Benz,G-Class G 550 4MATIC,2021,"22,480 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,135800.0
860,Mercedes-Benz,Sprinter Normal Roof,2013,"39,748 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,54995.0
861,Chevrolet,Impala 1LT,2019,"99,941 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,17816.0
862,RAM,1500 Sport,2012,"113,500 mi.",Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17900.0
863,BMW,335 is,2012,"86,629 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,20995.0
864,Audi,Q5 S line Premium Plus,2023,"6,046 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,,51598.0
865,Toyota,Sequoia Platinum,2023,"1,025 mi.",Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Black,None reported,Yes,85000.0
866,Cadillac,XLR Base,2009,"69,423 mi.",Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,36500.0
867,Mercedes-Benz,E-Class E 350 4MATIC,2014,"76,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,17999.0
868,Ford,Expedition EL XLT,2014,"85,149 mi.",Gasoline,5.4 Liter,Automatic,Oxford White,Camel Leather,None reported,,23598.0
869,Chevrolet,Silverado 1500 High Country,2020,"88,161 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Yes,48889.0
870,Chevrolet,Bolt EUV Premier,2022,"31,000 mi.",,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,36000.0
871,Mercedes-Benz,E-Class E 350,2014,"88,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15500.0
872,Mercedes-Benz,SL-Class SL 63 AMG,2011,"47,400 mi.",Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,41000.0
873,BMW,X5 xDrive35i,2013,"76,309 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,,,12000.0
874,Lexus,RX 350 Base,2012,"160,900 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,15000.0
875,Chevrolet,Silverado 1500 ZR2,2022,"7,455 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,,68990.0
876,Mercedes-Benz,G-Class G 550 4MATIC,2021,"75,151 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,130000.0
877,Mercedes-Benz,SL-Class SL 550,2011,"41,314 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,White,At least 1 accident or damage reported,Yes,30999.0
878,Genesis,GV70 3.5T Sport,2022,"12,900 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,53000.0
879,Nissan,Rogue Sport S,2021,"24,000 mi.",Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,25500.0
880,Audi,S3 2.0T Tech Premium Plus,2018,"16,400 mi.",Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Red,None reported,Yes,42800.0
881,Volvo,XC90 3.2 Premier Plus,2013,"208,864 mi.",Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7500.0
882,Ford,Mustang GT Premium,2020,"16,850 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,41000.0
883,Mercedes-Benz,S-Class S 63 AMG,2008,"93,000 mi.",Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17800.0
884,Lamborghini,Urus Base,2021,"9,500 mi.",Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,279900.0
885,Volkswagen,Touareg VR6 Lux,2012,"123,200 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,12449.0
886,BMW,X1 sDrive28i,2022,"43,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35750.0
887,Honda,Civic Sport,2022,"25,420 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,24500.0
888,Audi,S8 4.0T Plus,2017,"54,300 mi.",Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,53500.0
889,Rivian,R1S Adventure Package,2023,159 mi.,,533.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,95500.0
890,RAM,1500 Big Horn,2021,"70,968 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,34000.0
891,Porsche,Boxster Black Edition,2016,"24,881 mi.",Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,49999.0
892,BMW,M5 Base,2013,"61,145 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,37500.0
893,Ford,Maverick XLT,2022,"52,000 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,28000.0
894,Jeep,Wrangler X,2005,"160,900 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,7200.0
895,Ford,Bronco Big Bend Advanced,2023,"11,500 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,54490.0
896,Kia,Forte Koup EX,2013,"134,207 mi.",Gasoline,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,5500.0
897,Jeep,Grand Cherokee Limited,2022,"12,050 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Bright White Clearcoat,Global Black,None reported,,41599.0
898,Audi,TT 1.8L,2005,"124,747 mi.",Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,6900.0
899,Bentley,Arnage R,2005,"8,332 mi.",Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,47350.0
900,Lamborghini,Gallardo LP560-4,2010,"45,014 mi.",Gasoline,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,109499.0
901,GMC,Yukon Denali,2018,"92,800 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,34000.0
902,Porsche,Taycan Turbo,2020,"21,028 mi.",,Dual AC Electric Motors,Single-Speed Fixed Gear,BLACK,BEIGE,None reported,,96900.0
903,Jeep,Wrangler Unlimited Freedom Edition,2013,"54,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,35000.0
904,Volvo,XC90 T6 Momentum,2018,"81,200 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,28825.0
905,Lincoln,Nautilus Reserve,2021,"17,467 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Pristine White,Slate,None reported,,43860.0
906,Alfa,Romeo Stelvio Base,2018,"50,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,27500.0
907,BMW,528 i xDrive,2016,"134,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,13500.0
908,Audi,RS 7 4.0T Prestige,2014,"59,715 mi.",Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,45000.0
909,Ford,Mustang Premium,2007,"126,000 mi.",Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,9000.0
910,BMW,330 i xDrive,2018,"74,381 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22995.0
911,Mercedes-Benz,Metris Base,2021,"2,284 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Tan,None reported,Yes,157500.0
912,Mercedes-Benz,SLK-Class SLK 350,2012,"44,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,At least 1 accident or damage reported,Yes,22222.0
913,Genesis,GV70 2.5T,2022,"11,000 mi.",Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,48950.0
914,Mercedes-Benz,GLA 250 Base 4MATIC,2019,"60,854 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,,25498.0
915,Mercedes-Benz,G-Class G 550,2020,"20,622 mi.",Gasoline,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,None reported,,142998.0
916,Audi,Q7 3.0T Premium Plus,2015,"98,527 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,9995.0
917,Kia,Sportage S,2021,"16,949 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,24995.0
918,Jeep,Wrangler 80th Anniversary,2021,"27,000 mi.",Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Red,Black,None reported,Yes,37500.0
919,Kia,Stinger GT1,2019,"37,226 mi.",Gasoline,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",Automatic,Snow White Pearl,Black,None reported,,34998.0
920,Dodge,Magnum R/T,2005,"96,000 mi.",Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gold,At least 1 accident or damage reported,Yes,12000.0
921,Chevrolet,Corvette Base,2004,"37,622 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,25500.0
922,Toyota,FJ Cruiser Base,2007,"179,000 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900.0
923,Honda,Ridgeline RTL-E,2021,"14,442 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,38500.0
924,GMC,Acadia SLE-2,2015,"96,000 mi.",Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,17000.0
925,GMC,Yukon SLE,2016,"83,858 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27633.0
926,Ford,Mustang Mach-E Select,2023,923 mi.,,Standard Range Battery,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,None reported,,46998.0
927,GMC,Acadia SLT-1,2011,"120,000 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,7500.0
928,Ford,Mustang GT Premium,2019,"31,600 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,41000.0
929,Mercedes-Benz,S-Class S 63 AMG,2015,"40,900 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,–,None reported,Yes,59750.0
930,Chevrolet,Silverado 1500 Limited High Country,2022,"2,550 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,60000.0
931,Lexus,RC F Base,2015,"51,400 mi.",Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,43000.0
932,Chevrolet,Express 2500 Work Van,2017,"76,000 mi.",Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,41400.0
933,Ford,Transit Connect XL,2018,"66,770 mi.",E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,–,,,21500.0
934,RAM,2500 Tradesman,2021,"34,365 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,48000.0
935,Chevrolet,Corvette Base,2004,"43,705 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,25900.0
936,Porsche,911 Turbo S,2019,"31,000 mi.",Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,179900.0
937,Lamborghini,Murcielago Base,2005,"22,703 mi.",Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,220000.0
938,Audi,A5 2.0T Premium,2013,"111,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,11500.0
939,Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"7,800 mi.",Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,66000.0
940,RAM,1500 Big Horn,2015,"140,500 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,14000.0
941,Lexus,LS 460 Base,2014,"123,256 mi.",Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24995.0
942,Ford,Fusion Hybrid Titanium,2014,"112,180 mi.",Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,White,Charcoal Black,None reported,,12599.0
943,Chevrolet,Suburban LTZ,2016,"110,000 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Brown,None reported,Yes,30999.0
944,Porsche,Cayenne S,2014,"36,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,37000.0
945,Lexus,ES 350 Base,2007,"78,980 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10600.0
946,Nissan,Armada Platinum,2018,"119,950 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20999.0
947,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,"67,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,35999.0
948,Ford,Transit-350 XLT,2015,"143,000 mi.",Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22500.0
949,Acura,RDX Technology Package,2020,"31,015 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Silver,Ebony,None reported,Yes,36570.0
950,Land,Rover Range Rover P525 Westminster,2021,"22,270 mi.",Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Gray,Ebony,None reported,,89900.0
951,BMW,M2 Base,2018,"25,000 mi.",Gasoline,365.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,52000.0
952,Scion,tC Release Series 6.0,2010,"120,010 mi.",Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,6500.0
953,Lexus,LS 430 Base,2006,"170,000 mi.",Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500.0
954,Mercedes-Benz,S-Class S 580 4MATIC,2023,989 mi.,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,122950.0
955,Ford,F-250 Lariat,2019,"80,200 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500.0
956,Cadillac,CTS 2.0L Turbo Luxury,2019,"46,000 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000.0
957,Cadillac,Escalade ESV Sport,2021,"4,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,,,105000.0
958,RAM,1500 Rebel,2019,"46,000 mi.",Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,37900.0
959,Ford,Fusion SE,2016,"68,000 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12500.0
960,Land,Rover Range Rover P400 SE SWB,2023,"11,700 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,133500.0
961,Audi,A5 2.0T Premium,2011,"92,203 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,9995.0
962,Jaguar,F-TYPE V6 S,2014,"62,194 mi.",Gasoline,3.0 Liter SC ULEV,Automatic,Black,Black,None reported,,32998.0
963,Chevrolet,Tahoe LT,2012,"162,731 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,14500.0
964,Ford,Transit-350 XLT,2020,"32,000 mi.",Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,68000.0
965,BMW,X3 xDrive30i,2021,"38,352 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Phytonic Blue Metallic,Canberra Beige,None reported,,37400.0
966,Porsche,Taycan Base,2021,"6,785 mi.",,Electric,2-Speed Automatic,Gentian Blue Metallic,Black,None reported,,108900.0
967,Toyota,Camry Hybrid XLE,2018,"22,000 mi.",Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,29500.0
968,GMC,Acadia Denali,2015,"74,864 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,19780.0
969,Mitsubishi,Lancer GTS,2009,"185,963 mi.",Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Orange,Gray,At least 1 accident or damage reported,Yes,5100.0
970,Jeep,Liberty Sport,2008,"141,485 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500.0
971,Dodge,Durango SRT,2018,"78,000 mi.",Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,44700.0
972,MINI,Countryman Cooper S ALL4,2014,"70,700 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,15750.0
973,Chevrolet,Tahoe Premier,2020,"137,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,46000.0
974,Lincoln,Nautilus Reserve,2021,"19,700 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,48000.0
975,Mercedes-Benz,GLE 350 Base 4MATIC,2017,"57,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,29500.0
976,Tesla,Model X Long Range,2019,"37,000 mi.",,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,58000.0
977,Cadillac,XT5 Luxury,2019,"44,692 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,,32368.0
978,Jeep,Gladiator Overland,2021,"4,100 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,55000.0
979,Tesla,Model 3 Performance,2022,"13,079 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,47000.0
980,Lexus,RX 350 Crafted Line F Sport,2015,"110,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28000.0
981,Toyota,Camry Solara SLE V6,2000,"245,000 mi.",Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,2500.0
982,Ford,F-150 Raptor,2021,"32,957 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,,77900.0
983,Tesla,Model 3 Standard Range,2020,"23,097 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29900.0
984,Rolls-Royce,Phantom Drophead Coupe Drophead,2013,"2,958 mi.",Gasoline,6.8L V12 48V GDI DOHC,8-Speed Automatic,Yellow,–,None reported,Yes,488880.0
985,Lincoln,Navigator L Reserve,2019,"49,131 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,,,55460.0
